Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score
93,19,Female,Graduate,Turkey,5.6,Facebook,Yes,5.5,5,In Relationship,4,8
94,20,Male,Undergraduate,Sri Lanka,4.6,Facebook,No,7.6,7,In Relationship,2,5
95,20,Male,Graduate,Malaysia,6.1,TikTok,Yes,7.0,5,Single,4,9
96,22,Male,Undergraduate,Germany,7.1,TikTok,No,6.1,5,In Relationship,4,8
97,20,Female,Undergraduate,Ireland,4.2,Facebook,Yes,6.7,6,Single,2,7
98,19,Female,Undergraduate,Switzerland,4.5,WhatsApp,Yes,7.8,6,Single,3,7
99,19,Female,Undergraduate,Ireland,4.2,TikTok,Yes,8.1,8,Single,2,4
100,22,Female,Graduate,France,5.6,Instagram,Yes,6.5,6,In Relationship,3,7
101,22,Male,Undergraduate,Canada,3.1,TikTok,Yes,8.9,7,In Relationship,2,5
102,21,Male,Undergraduate,Switzerland,6.3,VKontakte,No,5.5,6,Single,3,7
103,24,Female,Undergraduate,Switzerland,4.5,Instagram,Yes,6.5,6,Single,2,5
104,20,Female,Undergraduate,France,5.7,Facebook,Yes,7.3,6,Single,3,7
105,20,Female,Graduate,Poland,4.8,TikTok,Yes,7.9,6,In Relationship,3,7
106,19,Male,Graduate,India,3.8,LinkedIn,Yes,6.3,6,Single,2,7
107,21,Male,Undergraduate,Turkey,6.0,Instagram,Yes,6.3,7,Single,3,7
108,22,Male,Graduate,New Zealand,3.4,YouTube,No,7.2,6,Single,3,5
109,19,Male,Undergraduate,Lithuania,4.7,Instagram,No,7.2,7,Single,3,5
110,22,Female,Undergraduate,Turkey,4.5,KakaoTalk,No,5.9,7,In Relationship,2,6
111,20,Female,Graduate,Andorra,5.7,LINE,Yes,5.6,5,In Relationship,4,9
112,20,Female,Undergraduate,South Africa,4.8,Twitter,Yes,8.0,7,Single,2,7
113,21,Female,Graduate,Russia,6.7,Facebook,Yes,6.1,5,In Relationship,4,8
114,19,Male,Graduate,Sri Lanka,7.3,WhatsApp,Yes,5.7,5,In Relationship,4,8
115,19,Female,Graduate,Sri Lanka,6.8,Facebook,No,5.4,5,Single,3,8
116,24,Male,High School,Russia,2.5,Instagram,Yes,8.7,8,Single,2,4
117,20,Male,Undergraduate,Bangladesh,4.1,WhatsApp,No,6.2,7,In Relationship,2,6
118,20,Male,Graduate,Germany,3.0,Instagram,Yes,9.3,8,Single,1,3
119,21,Female,Graduate,Sri Lanka,4.3,Snapchat,No,7.5,7,In Relationship,2,5
120,21,Male,Graduate,India,6.1,Twitter,Yes,5.9,6,In Relationship,4,8
121,21,Male,Graduate,Bahrain,6.0,YouTube,Yes,6.2,5,Single,3,7
122,22,Female,Graduate,China,4.9,Instagram,Yes,6.7,6,Single,3,7
123,20,Female,Graduate,Bolivia,4.2,WhatsApp,Yes,8.2,6,Complicated,3,7
124,20,Male,Undergraduate,Denmark,3.9,TikTok,Yes,7.5,8,Single,2,5
125,19,Male,Graduate,Mexico,4.7,Instagram,Yes,6.7,8,Single,3,5
126,19,Male,Graduate,South Korea,3.3,WhatsApp,No,7.4,8,In Relationship,2,4
127,21,Female,Undergraduate,France,6.0,TikTok,No,5.4,4,Single,5,8
128,21,Male,Undergraduate,Canada,3.8,WhatsApp,No,8.4,7,Single,2,5
129,20,Male,Undergraduate,Yemen,8.5,Facebook,No,3.8,4,Single,5,9
130,23,Female,Undergraduate,Nepal,3.6,Facebook,Yes,6.8,7,In Relationship,2,5
131,19,Male,Graduate,Sri Lanka,6.6,TikTok,Yes,5.3,5,Single,4,9
132,19,Female,Graduate,India,5.9,YouTube,Yes,8.2,7,In Relationship,3,7
133,22,Male,Undergraduate,Poland,3.8,Facebook,No,7.8,8,Single,1,4
134,20,Male,Graduate,India,4.6,Instagram,Yes,7.1,5,Single,4,7
135,20,Male,Undergraduate,Italy,7.5,Instagram,Yes,6.3,4,In Relationship,5,9
136,20,Female,Undergraduate,Denmark,4.4,WhatsApp,Yes,6.8,8,In Relationship,2,5
137,22,Female,Undergraduate,Bangladesh,4.8,TikTok,No,6.4,7,Single,2,5
138,22,Female,Graduate,Maldives,5.9,Instagram,Yes,5.8,5,Single,4,9
139,20,Female,Undergraduate,India,6.9,LinkedIn,Yes,5.8,5,Single,4,8
140,20,Male,Undergraduate,Australia,4.3,TikTok,Yes,7.8,7,Single,2,5
141,20,Female,Undergraduate,India,4.8,Instagram,Yes,6.7,6,Single,3,7
142,19,Female,Graduate,Australia,4.9,Instagram,No,6.5,6,In Relationship,3,7
143,21,Male,Graduate,Spain,3.8,Instagram,No,7.7,7,Single,2,5
144,20,Male,Undergraduate,Bosnia,5.7,Twitter,Yes,5.4,5,In Relationship,4,9
145,22,Female,Graduate,Russia,6.6,TikTok,Yes,6.4,5,In Relationship,4,8
146,21,Male,Graduate,New Zealand,6.9,Instagram,No,5.8,5,Single,3,8
147,19,Male,Graduate,Brazil,6.7,Instagram,No,5.7,5,In Relationship,5,9
148,20,Female,Graduate,India,4.0,Instagram,Yes,7.2,7,Single,2,5
149,20,Male,Graduate,Uzbekistan,3.5,Instagram,No,7.6,7,In Relationship,3,6
150,21,Male,Graduate,Vatican City,4.4,Instagram,No,8.7,7,Single,2,5
151,20,Female,Undergraduate,Philippines,5.6,TikTok,No,5.8,5,Single,4,7
152,19,Male,Undergraduate,Belgium,6.6,Instagram,No,4.6,5,In Relationship,4,9
153,21,Female,Graduate,Venezuela,4.7,LINE,No,7.2,7,Complicated,2,5
154,21,Female,High School,Canada,4.0,Facebook,Yes,7.3,7,In Relationship,2,7
155,19,Male,Graduate,Sri Lanka,3.0,WeChat,No,8.4,8,Single,1,4
156,23,Female,Undergraduate,UK,5.6,KakaoTalk,No,6.3,6,In Relationship,3,6
157,22,Male,Graduate,Thailand,5.8,Instagram,No,5.2,5,In Relationship,3,8
158,23,Male,Undergraduate,Switzerland,4.7,Instagram,Yes,5.5,6,In Relationship,3,7
159,19,Male,Graduate,Russia,5.3,TikTok,Yes,7.1,7,Single,4,7
160,22,Female,Graduate,Australia,4.5,Instagram,Yes,7.9,6,In Relationship,3,6
161,22,Female,Undergraduate,Georgia,5.5,Twitter,Yes,5.6,6,In Relationship,2,7
162,22,Male,Graduate,USA,5.7,Instagram,Yes,6.3,5,Single,3,7
163,20,Male,Undergraduate,Maldives,4.9,TikTok,Yes,7.6,7,Single,2,7
164,20,Female,Graduate,France,4.9,TikTok,Yes,6.7,5,Single,4,8
165,19,Male,Graduate,Switzerland,3.6,Instagram,Yes,6.3,8,Single,2,5
166,20,Male,Undergraduate,Denmark,2.7,TikTok,No,8.5,8,Single,1,3
167,20,Female,High School,Belarus,6.8,Instagram,Yes,5.5,6,In Relationship,4,8
168,19,Male,Undergraduate,Denmark,2.3,Instagram,No,9.4,8,Single,1,3
169,22,Male,Graduate,France,4.4,TikTok,Yes,6.4,6,Complicated,3,7
170,19,Male,Undergraduate,Bangladesh,5.5,TikTok,Yes,6.8,5,In Relationship,4,7
171,22,Male,Undergraduate,UK,4.9,TikTok,Yes,4.7,6,In Relationship,3,8
172,22,Female,Undergraduate,Turkey,3.8,TikTok,No,7.8,7,In Relationship,3,6
173,22,Male,High School,Spain,4.5,Instagram,Yes,8.1,7,Single,3,6
174,22,Male,Graduate,Switzerland,4.4,Facebook,Yes,6.7,6,Single,2,7
175,22,Male,Undergraduate,South Korea,4.4,Facebook,No,6.2,7,In Relationship,2,6
176,22,Female,Graduate,Pakistan,6.0,WhatsApp,Yes,6.3,6,Complicated,3,7
177,22,Female,Graduate,Japan,3.8,Facebook,Yes,7.3,7,Single,2,6
178,22,Female,Graduate,Spain,6.0,Instagram,Yes,5.6,5,In Relationship,3,8
179,19,Female,Graduate,Poland,4.1,TikTok,No,9.2,7,Single,3,5
180,19,Female,Graduate,Singapore,5.2,TikTok,Yes,6.8,6,Single,2,6
181,20,Male,Graduate,Bangladesh,6.1,Facebook,Yes,5.4,5,Single,4,8
182,19,Female,Graduate,Spain,5.5,Facebook,Yes,5.5,5,Single,3,7
183,21,Female,Graduate,Bangladesh,6.0,Instagram,Yes,6.4,5,Single,3,7
184,22,Male,Graduate,India,4.0,Facebook,No,7.9,7,Single,2,5
185,20,Female,Undergraduate,UK,4.3,Instagram,Yes,7.6,7,Single,2,5
186,22,Male,Graduate,Canada,6.1,Facebook,Yes,6.2,4,Single,4,9
187,21,Female,Undergraduate,San Marino,3.2,Instagram,No,8.1,7,Single,2,5
188,23,Male,Graduate,Croatia,5.6,Instagram,No,6.2,5,Single,3,7
189,20,Male,Undergraduate,Canada,4.7,Instagram,Yes,6.7,6,Single,3,7
190,24,Male,Undergraduate,France,5.6,LINE,Yes,7.2,5,Complicated,3,8
191,19,Female,Undergraduate,Turkey,5.1,Instagram,Yes,6.0,5,Single,4,8
192,22,Male,Undergraduate,Spain,6.0,Instagram,No,7.3,6,Single,3,7
193,20,Female,Undergraduate,Mexico,5.8,Facebook,Yes,6.2,5,In Relationship,3,8
194,20,Male,Graduate,Russia,5.4,TikTok,No,6.3,8,In Relationship,2,5
195,24,Female,Graduate,Switzerland,4.2,Instagram,Yes,7.4,6,In Relationship,2,6
196,19,Male,Graduate,Jordan,5.4,TikTok,Yes,6.8,7,Single,3,7
197,20,Female,Undergraduate,Finland,4.7,TikTok,Yes,7.2,6,In Relationship,3,7
198,22,Male,Graduate,UK,7.4,WeChat,Yes,5.4,5,Single,4,9
199,19,Female,Undergraduate,Switzerland,6.5,Instagram,Yes,5.3,5,Single,4,8
200,20,Female,Undergraduate,USA,4.8,Instagram,Yes,6.6,5,In Relationship,3,7
201,20,Male,Graduate,India,3.5,Instagram,No,8.9,8,Single,2,4
202,19,Female,Graduate,Mexico,7.1,TikTok,Yes,5.4,5,Single,4,8
203,21,Male,Graduate,Sri Lanka,5.5,TikTok,Yes,7.1,6,Single,3,6
204,21,Male,Undergraduate,Italy,6.0,Facebook,Yes,6.2,6,Single,4,8
205,20,Male,Undergraduate,Venezuela,6.1,TikTok,Yes,5.4,6,In Relationship,3,7
206,20,Male,Undergraduate,Russia,5.7,TikTok,Yes,6.3,6,Single,3,8
207,20,Female,Undergraduate,France,3.7,Instagram,Yes,7.0,7,Single,2,5
208,21,Male,Graduate,Spain,4.6,Instagram,Yes,6.4,6,In Relationship,3,7
209,23,Male,Undergraduate,India,5.9,Instagram,Yes,5.9,5,Single,3,8
210,19,Female,Graduate,Egypt,4.4,Facebook,No,7.4,6,In Relationship,2,7
211,19,Male,Undergraduate,Italy,5.4,WhatsApp,Yes,7.3,6,Single,3,7
212,23,Male,Graduate,Mexico,5.1,LinkedIn,Yes,6.6,7,In Relationship,3,7
213,20,Female,Graduate,Maldives,4.9,WeChat,No,8.0,7,In Relationship,3,6
214,22,Male,High School,Spain,2.2,Instagram,Yes,8.4,8,Single,1,4
215,21,Female,Undergraduate,Netherlands,4.5,Facebook,Yes,6.7,7,Complicated,2,6
216,19,Female,Graduate,Switzerland,4.8,Instagram,No,7.7,6,Single,3,6
217,19,Female,Undergraduate,France,3.9,Instagram,No,6.7,8,Single,1,4
218,23,Female,Undergraduate,Switzerland,6.3,Instagram,Yes,7.9,7,Single,3,5
219,22,Male,Graduate,South Korea,5.2,Instagram,No,6.5,6,In Relationship,4,7
220,21,Female,Graduate,Finland,4.4,Snapchat,Yes,7.3,7,Single,2,5
221,22,Female,Undergraduate,South Korea,5.4,Instagram,No,6.5,7,Single,2,7
222,20,Male,Graduate,France,5.7,Instagram,No,6.4,6,Single,4,8
223,23,Female,Graduate,UK,6.6,Facebook,No,5.7,6,Single,4,8
224,20,Male,Undergraduate,Romania,6.2,TikTok,Yes,5.7,5,In Relationship,4,8
225,21,Male,Undergraduate,Russia,3.8,Facebook,Yes,7.8,8,In Relationship,1,4
226,20,Female,Graduate,Japan,5.5,Facebook,Yes,6.5,5,In Relationship,4,7
227,20,Female,Graduate,Switzerland,4.6,Instagram,Yes,7.4,7,Single,2,6
228,19,Male,Undergraduate,Bangladesh,3.8,TikTok,No,7.4,8,In Relationship,1,4
229,22,Female,Graduate,Canada,6.4,Facebook,Yes,5.7,5,Single,4,8
230,24,Female,Graduate,UK,4.8,Snapchat,Yes,4.9,6,In Relationship,3,7
231,22,Female,Undergraduate,South Korea,6.0,Twitter,No,6.7,6,Single,3,7
232,22,Female,Undergraduate,Australia,3.9,Instagram,No,7.6,8,In Relationship,1,4
233,22,Female,Undergraduate,Ireland,4.4,TikTok,Yes,5.5,6,In Relationship,3,6
234,22,Male,Graduate,Netherlands,5.5,WhatsApp,Yes,5.7,6,Single,3,7
235,19,Male,Undergraduate,Afghanistan,6.2,Facebook,No,7.0,6,In Relationship,3,7
236,20,Female,Undergraduate,Mexico,4.1,Instagram,No,6.7,7,In Relationship,3,6
237,20,Female,Undergraduate,Finland,6.3,Instagram,Yes,5.5,6,Single,3,7
238,19,Male,Undergraduate,India,4.4,Twitter,Yes,7.7,7,In Relationship,3,6
239,18,Male,Graduate,Bahrain,4.2,Instagram,No,7.7,8,Single,1,4
240,21,Male,Undergraduate,Japan,4.9,Facebook,Yes,7.5,6,In Relationship,3,7
241,22,Female,Graduate,Malaysia,3.6,TikTok,No,6.6,7,In Relationship,2,7
242,21,Female,Undergraduate,Argentina,4.4,Instagram,No,7.8,7,Single,2,5
243,19,Male,Graduate,Nepal,3.2,Instagram,Yes,6.8,7,Single,2,5
244,19,Female,Undergraduate,South Korea,3.9,TikTok,No,7.7,7,Complicated,2,6
245,22,Female,Undergraduate,USA,3.7,Snapchat,Yes,7.6,7,Single,2,5
246,22,Female,Undergraduate,France,6.5,VKontakte,Yes,5.5,6,Complicated,4,7
247,20,Male,Undergraduate,UAE,4.7,TikTok,No,6.8,6,In Relationship,2,5
248,20,Female,Graduate,Denmark,5.8,LinkedIn,No,6.8,5,In Relationship,4,8
249,20,Male,Undergraduate,Canada,4.7,Instagram,Yes,7.0,7,In Relationship,3,7
250,21,Male,Undergraduate,UK,4.8,Instagram,Yes,6.3,7,In Relationship,3,6
251,21,Female,Graduate,Chile,4.8,TikTok,Yes,6.7,5,Complicated,4,8
252,20,Female,Graduate,Switzerland,4.8,Instagram,No,6.1,7,In Relationship,2,5
253,20,Male,Graduate,Pakistan,3.9,TikTok,No,7.1,6,In Relationship,2,5
254,18,Female,Undergraduate,Bangladesh,6.9,Snapchat,Yes,4.6,4,In Relationship,4,9
255,19,Female,Graduate,Brazil,5.1,Instagram,Yes,7.3,6,Single,3,7
256,23,Male,Undergraduate,UK,4.7,KakaoTalk,Yes,7.1,7,Single,3,7
257,20,Male,Graduate,Russia,4.7,Instagram,Yes,6.4,6,In Relationship,3,7
258,23,Male,Graduate,Italy,4.8,WhatsApp,Yes,6.7,8,Single,2,5
259,23,Female,Graduate,Spain,7.0,Facebook,Yes,4.9,5,In Relationship,4,8
260,20,Female,Undergraduate,Netherlands,2.3,Instagram,No,9.0,8,Single,1,3
261,23,Male,Undergraduate,Sri Lanka,4.5,TikTok,Yes,6.6,6,Single,4,7
262,19,Female,Graduate,France,5.2,Facebook,Yes,6.2,5,Single,3,8
263,21,Male,High School,Denmark,4.7,TikTok,Yes,7.5,7,Single,2,4
264,20,Female,Graduate,Pakistan,4.5,TikTok,Yes,6.9,6,In Relationship,3,8
265,22,Female,Graduate,Russia,6.2,WhatsApp,Yes,6.6,6,Single,3,7
266,23,Female,Undergraduate,Switzerland,5.1,Instagram,Yes,6.8,6,In Relationship,3,7
267,23,Female,Undergraduate,Maldives,7.0,TikTok,No,4.7,5,In Relationship,4,9
268,21,Female,Undergraduate,Belarus,4.8,TikTok,Yes,7.7,8,Single,2,5
269,20,Female,High School,Canada,3.1,WhatsApp,Yes,8.3,8,Single,1,4
270,19,Male,Undergraduate,Turkey,3.7,Facebook,Yes,8.0,8,Single,1,4
271,19,Female,Graduate,Switzerland,2.6,TikTok,No,8.6,8,Single,2,4
272,20,Female,Undergraduate,Poland,7.2,Facebook,No,6.2,5,In Relationship,4,9
273,19,Female,Graduate,Russia,4.4,Facebook,No,7.6,7,Single,2,5
274,19,Female,Undergraduate,USA,6.9,Instagram,Yes,6.0,5,Single,3,8
275,19,Male,Undergraduate,Maldives,5.3,Snapchat,No,4.9,5,In Relationship,3,7
276,21,Female,Graduate,Afghanistan,4.1,TikTok,Yes,6.7,6,Single,3,6
277,20,Male,Graduate,Poland,4.1,TikTok,Yes,8.2,7,In Relationship,3,5
278,24,Female,Undergraduate,Mexico,6.2,WhatsApp,Yes,6.2,5,In Relationship,4,9
279,22,Male,Graduate,Italy,4.7,Facebook,Yes,6.6,6,Single,2,7
280,22,Female,Graduate,Australia,7.0,Facebook,Yes,4.4,6,In Relationship,4,8
281,20,Male,Undergraduate,India,6.2,TikTok,No,5.9,7,Single,3,7
282,19,Female,Graduate,France,4.3,Facebook,No,7.4,7,In Relationship,2,7
283,22,Female,Graduate,Lebanon,3.8,Instagram,Yes,7.2,8,In Relationship,1,4
284,22,Male,Undergraduate,Sri Lanka,4.8,Instagram,No,6.2,6,Single,3,7
285,19,Female,Graduate,Pakistan,5.6,Facebook,Yes,6.3,6,In Relationship,3,7
286,20,Male,Graduate,Turkey,4.0,LinkedIn,No,7.7,7,Single,2,5
287,19,Male,Graduate,China,5.2,LinkedIn,Yes,5.4,6,In Relationship,3,7
288,20,Male,Undergraduate,USA,4.7,WhatsApp,Yes,6.6,7,Single,3,7
289,22,Male,Graduate,Spain,3.7,LinkedIn,Yes,8.6,7,Single,2,5
290,21,Male,Undergraduate,India,7.4,Instagram,Yes,4.5,4,In Relationship,4,9
291,22,Female,Undergraduate,Australia,4.5,Instagram,No,7.9,7,In Relationship,3,7
292,19,Male,Undergraduate,Germany,5.5,Facebook,Yes,6.7,5,Single,4,8
293,20,Female,Graduate,Canada,6.2,Instagram,Yes,5.5,5,Single,4,8
294,21,Male,Graduate,Canada,4.6,TikTok,Yes,7.2,6,In Relationship,3,8
295,20,Female,Undergraduate,Italy,6.2,Facebook,Yes,5.4,5,Single,3,8
296,19,Male,Graduate,Moldova,5.3,Snapchat,No,5.9,5,Single,4,8
297,19,Male,Graduate,USA,5.1,Facebook,No,6.1,6,Single,3,6
298,22,Male,Undergraduate,India,4.4,WeChat,Yes,6.5,7,In Relationship,2,7
299,22,Female,Undergraduate,Japan,4.2,TikTok,No,7.6,7,Complicated,2,4
300,19,Male,High School,Denmark,6.1,WhatsApp,No,5.5,5,In Relationship,4,8
301,23,Female,Undergraduate,Mexico,3.4,Facebook,No,8.2,8,Complicated,1,4
302,19,Male,Undergraduate,Denmark,4.6,TikTok,Yes,7.1,6,In Relationship,3,7
303,20,Female,Graduate,Ireland,5.5,Instagram,Yes,7.2,5,Complicated,3,7
304,19,Female,Undergraduate,Switzerland,6.3,WhatsApp,Yes,5.6,5,Single,4,8
305,20,Female,Graduate,Argentina,3.8,TikTok,No,7.0,7,In Relationship,3,5
306,19,Male,Graduate,UK,6.5,VKontakte,Yes,5.7,5,Single,3,8
307,20,Female,Graduate,Canada,6.2,TikTok,Yes,7.1,5,Single,4,8
308,21,Male,Undergraduate,Bangladesh,6.6,WhatsApp,Yes,6.9,5,Single,4,8
309,19,Male,Undergraduate,Switzerland,5.5,TikTok,Yes,6.8,5,In Relationship,4,7
310,18,Female,Graduate,Nepal,2.4,WhatsApp,No,8.8,8,Single,1,4
